Family Guy Video Game!,1,9627,5,2006,100000169,11,680,1,4,A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram’s traditional restaurant in Bangkok’s chic Ari district.
Fantastic Four: Rise of the Silver Surfer,1,9627,4,2007,100000170,6,,1,6,"From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district."
Far Cry 2,1,9656,2,2008,100000171,1,168,1,8,A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.
Far Cry: Instincts - Predator,1,9656,2,2006,100000172,15,,3,10,"In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster."
Far Cry: Vengeance,1,9656,3,2006,100000173,9,,1,9,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash."
Feel the Magic XY/XX,3,9651,1,2004,100000174,12,349,4,2,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.
Field Commander,7,9652,5,2006,100000175,1,339,1,2,"As the Roberts family heads to Costa Rica to investigate a mermaid legend, Barbie takes on a summer job at a water park run by a devious boss."
FIFA Soccer,6,9637,5,2005,100000176,13,878,1,9,Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.
FIFA Street 2,6,9637,5,2006,100000177,10,,1,3,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission."
FIFA Street 3,6,9637,2,2008,100000178,14,188,1,10,Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.
Fight Night Round 3,6,9637,2,2006,100000179,12,,1,3,"A curious and talkative bat finds spooky fun on the streets of Fogville, a town that's not as quiet as it seems, with a plucky girl and her brothers."
Final Fantasy,4,9654,5,2007,100000180,11,754,1,1,"When his father dies, Norman Bates and his mother open a hotel. But Norman's precarious mental state drives them down a dark and violent path."
Final Fantasy Fables: Chocobo Tales,1,9654,1,2007,100000181,3,541,1,4,"A polished FBI agent must team up with a cynical cop when he's dispatched to Battle Creek, Michigan, to set up an office at the local precinct."
Final Fantasy Fables: Chocobo's Dungeon,4,9654,3,2008,100000182,18,603,1,4,A four-man team heads to Latvia and Poland to unearth rare World War II artifacts and shed new light on the bloody battles of the Eastern Front.
Final Fantasy II,4,9654,5,2007,100000183,12,126,9,3,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast."
Final Fantasy III,4,9654,1,2006,100000184,10,,1,4,"They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever."
Final Fantasy IV,4,9654,1,2007,100000185,5,111,6,8,"After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue."
Final Fantasy Tactics,7,9654,5,2007,100000186,14,,1,6,"Bear buddies Bucky and Bjorn play games, go on far-out adventures and learn about wondrous new things together."
Final Fantasy Tactics A2: Grimoire of the Rift,7,9654,1,2007,100000187,2,,6,3,A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.
Final Fantasy XI Online,4,9654,2,2006,100000188,8,,8,8,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst."
Final Fantasy XII: Revenant Wings,7,9654,1,2007,100000189,10,398,10,1,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard."
Final Fantasy: Crystal Chronicles - Echoes of Time,1,9654,1,2007,100000190,6,,3,3,"After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love."
Fire Emblem: Radiant Dawn,7,9647,3,2007,100000191,15,,1,9,A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.
Fire Emblem: Shadow Dragon,7,9647,1,2008,100000192,4,,1,6,Beauty pageant contestants from all over Thailand fight for the crown as they contend with drama and intrigue behind the scenes.
Flash Focus: Vision Training in Minutes a Day,1,9647,1,2007,100000193,6,298,1,8,"Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond."
Folklore,4,9652,4,2007,100000194,16,705,9,7,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.
Ford Bold Moves Street Racing,3,9640,5,2006,100000195,3,56,1,8,"Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30."
Forza Motorsport 2,3,9642,2,2007,100000196,12,,1,10,"After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics."
Frogger: Helmet Chaos,1,9641,5,2005,100000197,1,871,3,1,"Confident and cool under pressure, top news presenter Punchalee meets her match in the conniving Dao, who'll stop at nothing to fulfill her ambitions."
Front Mission,7,9654,1,2007,100000198,6,420,1,3,An Ankara homicide detective with a dark personal life and a disdain for rules and political correctness solves murders and fights police corruption.
Frontlines: Fuel of War,1,9655,2,2008,100000199,14,,1,8,Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.
Full Auto,3,9651,2,2006,100000200,10,551,5,9,"The life of cheerleader Bella Dawson turns upside down when, in a twist of fate, she becomes quarterback for her middle school's football team."
Full Auto 2: Battlelines,3,9651,4,2006,100000201,6,,1,3,"In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving."
Fuzion Frenzy 2,6,9642,2,2006,100000202,8,,1,3,Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.
Game Party,1,9644,3,2007,100000203,15,234,1,3,Decadent pasta from day-old fries? Skillful cooks transform tired leftovers into tantalizing new dishes in this wildly creative culinary competition.
Gears of War,1,9642,2,2006,100000204,16,589,1,4,"Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real."
Gears of War 2,1,9642,2,2008,100000205,11,663,1,5,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another."
Genji: Days of the Blade,4,9652,4,2006,100000206,14,,1,9,"Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies."
Ghost in the Shell: Stand Alone Complex,1,9652,5,2005,100000207,3,,8,7,"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman."
Ghost Rider,1,9627,5,2007,100000208,10,,1,2,"A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists."
God of War: Chains of Olympus,1,9652,5,2008,100000209,9,637,1,7,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them."
Godzilla Unleashed: Double Smash,1,9631,1,2007,100000210,18,,1,3,"Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader."
Godzilla: Unleashed,1,9631,3,2007,100000211,8,856,1,3,"Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first."
Golden Axe,1,9651,2,2007,100000212,17,,1,1,"After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace."
GoldenEye: Rogue Agent,1,9637,1,2005,100000213,18,606,9,8,"Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments."
Gradius Collection,1,9641,5,2006,100000214,12,,7,1,"In this anime adventure series for kids, the forces of good and evil ""blade it out,"" battling each other with enchanted spinning tops."
Gran Turismo 5: Prologue,3,9652,4,2007,100000215,10,194,1,7,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!"
Grand Theft Auto IV,3,9650,2,2008,100000216,17,,1,3,"A kind-hearted insurance agent has the mysterious power to temporarily shoulder the problems and pain of others, with comic results in his own life."
Grand Theft Auto: Liberty City Stories,3,9633,5,2005,100000217,8,195,1,2,"Facing disapproving parents, a knotty love life and her own inner critic, an aspiring comic ditches her cushy but unsatisfying life to pursue stand-up."
Grand Theft Auto: Vice City Stories,3,9650,5,2006,100000218,2,,1,1,"An impulsive, free-spirited woman who's defied convention for much of her life suddenly finds herself flirting with a classic romance."
Gretzky NHL,6,9652,5,2005,100000219,17,,6,4,"When a busy mother and father realize they need help with their two young children, they hire a series of maids, often with humorous results."
GripShift,3,9656,5,2005,100000220,10,299,5,7,"When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures."
Guitar Hero II,5,9628,2,2007,100000221,17,,3,9,Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.
Guitar Hero III: Legends of Rock,5,9628,2,2007,100000222,6,480,7,8,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.
Guitar Hero: Aerosmith,5,9628,3,2008,100000223,9,,1,9,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.
Guitar Hero: On Tour,5,9628,1,2008,100000224,16,597,1,3,"Comedian Billy Eichner sprints through New York with celebrities to stun pedestrians with unapologetic, unfiltered and unique pop culture questions."
Guitar Hero: On Tour - Decades,5,9628,1,2008,100000225,4,687,5,6,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
Guitar Hero: World Tour,5,9628,3,2008,100000226,7,,1,3,"Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders."
GUN ,4,9628,2,2005,100000227,14,56,1,4,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own."
Gunpey DS,7,9645,1,2006,100000228,14,366,2,3,"In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian."
Halo 3,1,9642,2,2007,100000229,16,948,4,4,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers."
Happy Feet,1,9644,3,2006,100000230,17,765,1,8,"Adopted by a human rights attorney after the Rwandan genocide, legal investigator Kate Ashby confronts her past when she takes on war crimes cases."
Harry Potter and the Goblet of Fire,1,9637,1,2005,100000231,3,284,1,5,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge."
Harry Potter and the Order of the Phoenix,1,9637,3,2007,100000232,6,,1,3,"At a Black-owned-and-operated hotspot for ink in Harlem, tattoo king Ceaser looks to expand his empire while working with a rambunctious crew."
Harvey Birdman: Attorney at Law,2,9633,3,2008,100000233,16,764,1,5,School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.
Haze,1,9656,4,2008,100000234,4,,7,5,"This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide."
Heavenly Sword,1,9652,4,2007,100000235,1,,1,9,"After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong."
Hellboy: The Science of Evil,2,9641,4,2008,100000236,13,138,1,2,A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.
Heroes of Mana,7,9654,1,2007,100000237,13,323,1,7,"In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones."
Hitman: Blood Money,1,9640,2,2006,100000238,5,495,1,3,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal."
Hot Pixel,1,9631,5,2007,100000239,5,,1,6,"After teenager Ichigo Kurosaki acquires superpowers from wounded soul reaper Rukia Kuchiki, the two of them join forces to round up lost souls."
Hot Shots Golf: Open Tee,6,9652,5,2004,100000240,10,102,1,6,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series."
Hot Shots Golf: Open Tee 2,6,9652,5,2008,100000241,9,838,6,1,"Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her."
Hot Shots Golf: Out of Bounds,6,9652,4,2008,100000242,14,,1,6,"After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth."
Hot Wheels: Beat That!,3,9628,2,2007,100000243,4,328,1,3,"A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army."
Hotel Dusk: Room 215,2,9647,1,2007,100000244,17,,1,4,"An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil."
Hour of Victory,1,9644,2,2007,100000245,1,455,1,5,"When the black sheep son of a respected family threatens to expose dark secrets from their past, sibling loyalties are put to the test."
Import Tuner Challenge,3,9656,2,2006,100000246,12,,1,5,"The doomed passengers aboard a spectral bus head toward a gruesome, unknown destination in this deliciously macabre horror anthology series."
Infinite Undiscovery,4,9654,2,2008,100000247,4,153,5,2,"Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion."
InuYasha: Secret of the Divine Jewel,4,9645,1,2007,100000248,16,265,8,3,"Determined to throw off the curse of being Satan's illegitimate son, Rin enters the True Cross Academy to become an exorcist, just like his mentor."
Iron Man,1,9651,5,2008,100000249,4,,1,4,"This sequel to the award-winning nature series ""Blue Planet"" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there."
Jam Sessions,6,9656,1,2007,100000250,18,577,1,7,"Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City."
Jeanne d'Arc,7,9652,5,2007,100000251,7,896,1,9,"Staying at home doesn't mean sitting still for energetic Bo and her little dragon friend Dezzy, who embark on amazing adventures through movement."
Juiced 2: Hot Import Nights,3,9655,2,2007,100000252,5,739,1,4,"""The Joy of Painting"" host Bob Ross brings his signature wet-on-wet style to a bevy of bucolic landscape paintings celebrating the beauty of nature."
Just Cause,3,9640,2,2006,100000253,14,,4,6,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country."
Kameo: Elements of Power,1,9642,2,2005,100000254,9,747,1,10,"Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club."
Kane & Lynch: Dead Men,1,9640,2,2007,100000255,6,,3,4,"Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?"
Killzone: Liberation,7,9652,5,2006,100000256,2,68,1,10,"This dramatization depicts the life – and loves – of Venezuelan Gen. Simón Bolívar, who helped liberate several Latin American countries from Spain."
Kingdom of Paradise,4,9652,5,2005,100000257,15,,6,3,"This reality series follows elite professional lifeguards on Sydney's Bondi Beach, as they take on everything from animal stings to criminals."
Kingdom Under Fire: Circle of Doom,4,9642,2,2007,100000258,4,,1,5,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.
Kirby Super Star Ultra,1,9647,1,2008,100000259,4,,1,10,"A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy."
Kirby: Canvas Curse,1,9647,1,2005,100000260,15,935,1,6,"The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings."
Kirby: Squeak Squad,1,9647,1,2006,100000261,3,,8,5,"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism."
Klonoa: Door to Phantomile,1,9645,3,2008,100000262,13,,1,2,This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.
Kororinpa: Marble Mania,7,9647,3,2006,100000263,7,,1,5,This reality series chronicles the behind-the-scenes action as U.S. Customs and Border Protection agents safeguard the nation's crossings and ports.
Kung Fu Panda,1,9628,2,2008,100000264,13,778,1,2,A team of inept border agents tackles immigration issues at the fictional Northend Airport in this improvised mockumentary series.
Lair,1,9652,4,2007,100000265,8,687,1,4,"To protect his family, a police detective covers up a murder case. But when his partner suspects foul play, he is trapped in a dangerous game on duty."
Lara Croft Tomb Raider: Legend,3,9640,1,2006,100000266,18,,1,5,A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.
Legendary,1,9631,2,2008,100000267,17,500,1,7,A shocking turn of events puts Birgitte Nyborg in the Danish prime minister's seat as her country's first female leader in this landmark drama.
LEGO Star Wars II: The Original Trilogy,1,9637,1,2006,100000268,13,447,1,9,"Left deeply in debt after their boss flees the country, four import company employees start producing online video content to keep themselves afloat."
Lemmings,7,9652,5,2006,100000269,5,267,1,8,"From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers."
Let's Tap,5,9651,3,2008,100000270,8,38,1,3,The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard.
Link's Crossbow Training,1,9647,3,2007,100000271,9,249,1,4,"A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife."
LittleBigPlanet,1,9652,4,2008,100000272,3,,1,8,Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.
Lock's Quest,2,9655,1,2008,100000273,16,,1,6,"This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us."
LocoRoco,7,9652,5,2006,100000274,11,,1,7,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable."
LocoRoco 2,7,9652,5,2008,100000275,14,,1,5,"Weeks before being named Miss World, Linor Abargil was raped. She tells the world her inspiring true story in this Emmy-nominated documentary."
Looney Tunes: Cartoon Conductor,1,9640,1,2008,100000276,9,,8,5,"Songstress sisters Toni, Traci, Towanda, Trina and Tamar Braxton open up about their lives and their relationships — and reveal a few surprises."
Lost in Blue,4,9641,1,2005,100000277,13,,1,9,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood."
Lost in Blue 2,4,9641,1,2007,100000278,8,356,9,6,"Soda Stereo, Café Tacvba, Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships, disasters and dissent."
Lost in Blue 3,4,9641,1,2008,100000279,4,,1,2,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests."
Lost Odyssey,4,9642,2,2007,100000280,11,722,8,1,A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth.
Lost Planet: Extreme Condition,1,9633,2,2006,100000281,8,,1,4,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy."
Lost: Via Domus,2,9656,4,2008,100000282,16,,2,4,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos."
LostMagic,4,9656,1,2006,100000283,12,395,6,5,The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society. Inspired by Julia Quinn's bestselling novels.
Lumines: Puzzle Fusion,7,9656,5,2004,100000284,1,,1,4,"Explore the hit songs from the Will Smith film ""Bright"" in these music videos from Machine Gun Kelly, Bastille, Logic, Migos and friends."
Lunar Knights,1,9641,1,2007,100000285,18,,7,6,A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.
Lunar: Dragon Song,4,9656,1,2005,100000286,18,899,1,1,"In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results."
Madagascar,2,9628,1,2005,100000287,18,133,4,4,"After a young boy is murdered in the small seaside town of Broadchurch, local detectives Ellie Miller and Alec Hardy are assigned the mysterious case."
Madagascar: Escape 2 Africa,2,9628,1,2008,100000288,14,542,4,4,This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes.
Madden NFL 06,6,9637,5,2005,100000289,3,,1,8,"Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?"
Madden NFL 07,6,9637,2,2006,100000290,17,,1,1,"An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction."
Madden NFL 08,6,9637,2,2007,100000291,8,724,1,8,An Indian American man living with his artistic wife and contentious father-in-law struggles to handle his household and a foundering IT company.
Madden NFL 09,6,9637,2,2008,100000292,6,,1,1,"In this historical drama series, young Prince Siddhartha undergoes an intense spiritual journey that eventually transforms him into the Buddha."
Madden NFL 2005,6,9637,1,2004,100000293,11,,1,1,"The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship."
Magical Starsign,4,9647,1,2006,100000294,17,756,1,2,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit."
Magnetica,7,9647,1,2006,100000295,1,,1,7,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend."
Major League Baseball 2K6,6,9627,2,2006,100000296,4,877,6,7,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met."
Major League Baseball 2K7,6,9627,2,2007,100000297,18,,1,8,"A clever uncle-nephew duo solves mysteries, crimes and other problems for the citizens of a colorful town where something zany is always going down."
Major League Baseball 2K9,6,9627,2,2008,100000298,11,,1,2,"A secret marriage unites two families – one wealthy and traditional, the other bankrupt and modern – and is threatened by the resulting conflicts."
Manhunt 2,1,9650,3,2007,100000299,11,435,1,7,"This sketch series focuses on the eccentric characters in a small Scottish town, including bumbling cops, ""DJ Jesus"" and a disgruntled serial killer."
Mario & Luigi: Partners in Time,4,9647,1,2005,100000300,5,391,7,3,"Tackling different mysteries in each episode of this game show, seven sleuths get closer to solving the biggest one of all: What happened to Project D?"
Mario & Sonic at the Olympic Games,6,9647,3,2007,100000301,4,,1,6,"Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own."
Mario Hoops 3 on 3,6,9647,1,2006,100000302,8,,1,1,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they manage romance, friendship and the modern workplace."
Mario Kart DS,3,9647,1,2005,100000303,6,351,4,6,"Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother."
Mario Kart Wii,3,9647,3,2008,100000304,6,554,9,2,Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.
Mario Party 8,7,9647,3,2007,100000305,3,940,1,6,The adorable residents of Sylvanian Village always have lots of fun with their friends and families!
Mario Party DS,7,9647,1,2007,100000306,3,369,1,3,"From throwing parties to planning fashion shows, the Hopscotch Rabbit Family is ready to leap into the daily adventures of their sweet town."
Mario Strikers Charged,6,9647,3,2007,100000307,1,,3,8,"An impending ISIS attack on Sweden entangles a group of women, including a mother in a bind, a spirited student and an ambitious cop."
Mario vs. Donkey Kong 2: March of the Minis,1,9647,1,2006,100000308,1,,5,2,"On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship."
Marvel Nemesis: Rise of the Imperfects ,1,9637,5,2005,100000309,15,490,1,8,"At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis."
Marvel Trading Card Game,7,9641,1,2007,100000310,12,,1,8,This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.
Marvel Ultimate Alliance,4,9628,2,2006,100000311,8,141,1,7,The extraordinary life and career of flamenco legend Camarón de la Isla is covered in this sweeping biography series.
Mass Effect,4,9642,2,2007,100000312,11,741,10,4,"Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner."
Master of Illusion,7,9647,1,2006,100000313,1,,1,1,"Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage."
Medal of Honor: Airborne,1,9637,2,2007,100000314,10,304,1,7,"On the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment."
Medal of Honor: Heroes,1,9637,5,2006,100000315,1,572,1,1,Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families.
Medal of Honor: Heroes 2,1,9637,5,2007,100000316,5,,6,6,"In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off."
Medal of Honor: Vanguard,1,9637,3,2007,100000317,4,,1,1,"When a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in."
MediEvil Resurrection,1,9652,5,2005,100000318,16,,1,3,"When a huge marijuana shipment falls prey to thieves, the aftermath touches players from all ranks of the drug trade between Morocco and Europe."
Mega Man Battle Network 5: Double Team DS,4,9633,1,2005,100000319,13,,1,1,Immortal renegade Philly the Kid and his transforming pink Cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.
Mega Man Maverick Hunter X,1,9633,5,2005,100000320,5,,1,1,"This documentary series reconstructs history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals."
Mega Man Powered Up,1,9633,5,2006,100000321,8,,4,3,"The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks."
Mega Man Star Force 2: Zerker X Ninja,4,9633,1,2008,100000322,11,247,1,3,"After a young girl breaks the seal of a magical book, releasing the spirits of the cards inside, she must become a ""Cardcaptor"" and retrieve them."
Mega Man Star Force: Dragon,4,9633,1,2007,100000323,1,,4,9,"The whole huggable gang is back, bringing tales of caring and sharing to a new generation. And now the Care Bear Cousins are here to join the fun!"
Mega Man ZX,1,9633,1,2006,100000324,4,219,4,2,"Nestled in a faraway cloud is a rainbow-colored world called Care-a-Lot, home to the magical Care Bears who each have a special talent."
Mega Man ZX Advent,1,9633,1,2007,100000325,18,4,6,6,"A woman is found dead in her bathtub, with a puddle of blood nearby. Her husband theorizes she had an accident. But an autopsy tells a different story."
Mercenaries 2: World in Flames,1,9637,2,2008,100000326,6,329,1,7,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans – with help from her savvy sidekicks."
Metal Gear Ac!d,7,9641,5,2004,100000327,10,,10,8,"Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it."
Metal Gear Ac!d 2,7,9641,5,2005,100000328,8,,1,8,A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.
Metal Gear Solid 4: Guns of the Patriots,1,9641,4,2008,100000329,10,,1,8,"Turned into a young boy by a sinister potion, teen sleuth Conan helps solve baffling crimes while tracking down the nefarious agents who poisoned him."
Metal Gear Solid: Digital Graphic Novel,2,9641,5,2006,100000330,9,891,9,7,"A pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage."
Metal Gear Solid: Portable Ops,7,9641,5,2006,100000331,16,,1,10,"As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life."
Meteos,7,9647,1,2005,100000332,3,381,1,8,A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.
Meteos: Disney Magic,7,9636,1,2007,100000333,4,769,7,10,"In 14th-century Barcelona, a serf's determined climb to wealth and freedom incurs the disdain of the noble class and the suspicion of the Inquisition."
Metroid Prime 3: Corruption,1,9647,3,2007,100000334,2,,1,2,"Nick Wallis presents crimes caught on CCTV, cell phones and other devices and reveals how investigators use the recordings to solve tough cases."
Metroid Prime Pinball,5,9647,1,2005,100000335,1,,9,8,"One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!"
