1,,,,,,,,
100013334,16,10,11,8,,,,
100013335,16,15,,,,,,
100013336,2,6,,9,,,,
100013337,6,12,,,,,,
100013338,4,,6,3,,,,
100013339,15,8,1,10,,,,
100013340,13,11,,3,,,,
100013341,16,,15,9,,,,
100013342,13,,1,,,,,
100013343,7,12,,16,,,,
100013344,14,8,5,1,,,,
100013345,11,8,,5,,,,
100013346,10,,8,16,,,,
100013347,6,5,,,,,,
100013348,6,,,,,,,
100013349,4,,12,2,,,,
100013350,16,15,5,8,,,,
100013351,3,15,,,,,,
100013352,15,,10,7,,,,
100013353,5,,7,2,,,,
100013354,16,12,2,,,,,
100013355,6,10,3,13,,,,
100013356,6,9,5,,,,,
100013357,14,,7,4,,,,
100013358,14,,15,,,,,
100013359,9,,5,,,,,
100013360,13,11,1,,,,,
100013361,9,,,15,,,,
100013362,7,,15,11,,,,
100013363,12,15,,,,,,
100013364,6,1,,11,,,,
100013365,9,,16,,,,,
100013366,3,14,11,,,,,
100013367,10,3,,,,,,
100013368,15,1,4,,,,,
100013369,4,,1,14,,,,
100013370,14,11,12,,,,,
100013371,10,,,4,,,,
100013372,15,,8,1,,,,
100013373,4,9,15,,,,,
100013374,6,1,,,,,,
100013375,12,,3,,,,,
100013376,10,15,,,,,,
100013377,8,11,6,,,,,
100013378,2,10,14,,,,,
100013379,11,16,,,,,,
100013380,12,,,2,,,,
100013381,7,13,14,1,,,,
100013382,4,12,8,,,,,
100013383,16,,,14,,,,
100013384,15,6,7,,,,,
100013385,12,7,11,16,,,,
100013386,6,,11,,,,,
100013387,7,11,,,,,,
100013388,11,1,,,,,,
100013389,4,,,,,,,
100013390,16,,13,6,,,,
100013391,6,13,9,15,,,,
100013392,4,3,6,,,,,
100013393,1,,14,11,,,,
100013394,1,13,4,,,,,
100013395,10,3,,,,,,
100013396,11,,,,,,,
100013397,4,,6,14,,,,
100013398,2,,4,1,,,,
100013399,8,,1,5,,,,
100013400,12,7,,3,,,,
100013401,11,10,,,,,,
100013402,14,,11,,,,,
100013403,4,13,10,3,,,,
100013404,2,,,,,,,
100013405,2,3,11,15,,,,
100013406,14,15,6,,,,,
100013407,8,,4,,,,,
100013408,16,,9,,,,,
100013409,6,,,1,,,,
100013410,10,4,11,3,,,,
100013411,14,3,,13,,,,
100013412,2,1,,6,,,,
100013413,13,14,15,,,,,
100013414,13,8,,7,,,,
100013415,7,9,,,,,,
100013416,5,10,,,,,,
100013417,5,7,2,,,,,
100013418,9,16,1,6,,,,
100013419,4,,15,,,,,
100013420,12,13,1,,,,,
100013421,9,6,1,12,,,,
100013422,6,15,,,,,,
100013423,10,2,,,,,,
100013424,11,,8,10,,,,
100013425,10,,,12,,,,
100013426,2,13,,8,,,,
100013427,9,,3,10,,,,
100013428,7,,,,,,,
100013429,12,5,,2,,,,
100013430,10,,4,1,,,,
100013431,12,6,,7,,,,
100013432,2,14,11,,,,,
100013433,8,,,11,,,,
100013434,8,15,16,,,,,
100013435,9,3,2,8,,,,
100013436,3,4,10,,,,,
100013437,3,,,9,,,,
100013438,2,,,,,,,
100013439,12,15,10,,,,,
100013440,13,,,,,,,
100013441,13,3,14,,,,,
100013442,11,13,,7,,,,
100013443,11,,,,,,,
100013444,10,,14,12,,,,
100013445,14,2,11,,,,,
100013446,7,,14,6,,,,
100013447,1,,,11,,,,
100013448,15,7,,,,,,
100013449,12,,,15,,,,
100013450,15,7,1,,,,,
100013451,7,13,,,,,,
100013452,13,10,,15,,,,
100013453,8,11,,5,,,,
100013454,16,,,6,,,,
100013455,12,,14,16,,,,
100013456,12,,8,3,,,,
100013457,7,,,1,,,,
100013458,9,10,,5,,,,
100013459,15,2,,4,,,,
100013460,3,10,,12,,,,
100013461,15,,11,,,,,
100013462,1,15,14,,,,,
100013463,13,14,,,,,,
100013464,10,,8,,,,,
100013465,3,1,2,,,,,
100013466,5,,,,,,,
100013467,6,11,1,7,,,,
100013468,13,3,,,,,,
100013469,14,5,11,,,,,
100013470,14,,,13,,,,
100013471,2,15,,,,,,
100013472,2,16,,12,,,,
100013473,5,13,,,,,,
100013474,11,,14,9,,,,
100013475,9,,,2,,,,
100013476,3,1,,,,,,
100013477,8,13,2,14,,,,
100013478,11,,14,,,,,
100013479,12,7,11,,,,,
100013480,16,7,,,,,,
100013481,2,6,,3,,,,
100013482,8,3,9,,,,,
100013483,13,16,14,,,,,
100013484,5,11,,4,,,,
100013485,13,14,,5,,,,
100013486,9,,4,8,,,,
100013487,14,,,2,,,,
100013488,14,,,15,,,,
100013489,9,,,,,,,
100013490,6,,,1,,,,
100013491,1,,16,11,,,,
100013492,15,,13,,,,,
100013493,1,,,15,,,,
100013494,16,,,,,,,
100013495,9,14,8,10,,,,
100013496,13,,,,,,,
100013497,2,14,,,,,,
100013498,10,,13,,,,,
100013499,1,,,,,,,
100013500,14,8,,11,,,,
100013501,8,,7,,,,,
100013502,8,6,,2,,,,
100013503,6,,,,,,,
100013504,3,,12,,,,,
100013505,12,13,3,,,,,
100013506,12,16,8,,,,,
100013507,16,12,,3,,,,
100013508,9,13,3,,,,,
100013509,10,15,,,,,,
100013510,11,5,3,4,,,,
100013511,8,15,,,,,,
100013512,11,7,,10,,,,
100013513,7,10,4,,,,,
100013514,2,12,13,14,,,,
100013515,2,,,,,,,
100013516,7,11,16,,,,,
100013517,3,1,9,,,,,
100013518,6,7,5,14,,,,
100013519,6,,9,,,,,
100013520,8,,9,6,,,,
100013521,7,1,8,9,,,,
100013522,4,,14,9,,,,
100013523,9,,,15,,,,
100013524,5,14,12,7,,,,
100013525,8,2,6,,,,,
100013526,3,,,16,,,,
100013527,4,16,5,13,,,,
100013528,4,10,,,,,,
100013529,6,,12,,,,,
100013530,15,5,11,16,,,,
100013531,7,3,,4,,,,
100013532,11,5,1,12,,,,
100013533,6,2,8,,,,,
100013534,1,16,,15,,,,
100013535,1,13,6,,,,,
100013536,14,,,11,,,,
100013537,15,7,8,,,,,
100013538,10,,2,8,,,,
100013539,2,4,,15,,,,
100013540,7,11,3,8,,,,
100013541,9,,1,,,,,
100013542,8,,,,,,,
100013543,6,9,8,1,,,,
100013544,3,4,7,,,,,
100013545,3,15,,6,,,,
100013546,10,1,,11,,,,
100013547,10,7,,,,,,
100013548,13,,11,,,,,
100013549,11,,3,12,,,,
100013550,2,,,,,,,
100013551,13,11,,2,,,,
100013552,2,,5,11,,,,
100013553,14,16,,6,,,,
100013554,13,5,15,,,,,
100013555,11,5,8,14,,,,
100013556,2,7,15,,,,,
100013557,14,,12,,,,,
100013558,3,,,,,,,
100013559,9,,11,,,,,
100013560,14,6,1,4,,,,
100013561,5,,9,,,,,
100013562,15,,11,,,,,
100013563,8,,,4,,,,
100013564,7,13,,5,,,,
100013565,15,,,9,,,,
100013566,8,,2,13,,,,
100013567,3,,1,12,,,,
100013568,10,,9,,,,,
100013569,14,10,,4,,,,
100013570,12,13,,,,,,
100013571,13,5,9,,,,,
100013572,2,,,,,,,
100013573,11,3,,,,,,
100013574,16,15,14,,,,,
100013575,10,,,,,,,
100013576,6,,,3,,,,
100013577,6,14,,,,,,
100013578,16,7,,1,,,,
100013579,8,,,7,,,,
100013580,12,7,,,,,,
100013581,11,5,16,,,,,
100013582,16,,3,,,,,
100013583,2,,,4,,,,
100013584,9,6,,4,,,,
100013585,3,9,13,,,,,
100013586,5,,13,,,,,
100013587,14,15,2,12,,,,
100013588,13,5,10,4,,,,
100013589,8,13,3,2,,,,
100013590,13,12,,1,,,,
100013591,16,4,,,,,,
100013592,8,12,,11,,,,
100013593,12,3,,,,,,
100013594,13,,9,6,,,,
100013595,16,15,9,,,,,
100013596,2,5,7,,,,,
100013597,16,5,,2,,,,
100013598,1,,,16,,,,
100013599,5,,,,,,,
100013600,3,12,,1,,,,
100013601,9,,16,,,,,
100013602,7,,3,8,,,,
100013603,15,,,,,,,
100013604,8,6,,,,,,
100013605,12,13,6,,,,,
100013606,7,10,1,4,,,,
100013607,3,2,,,,,,
100013608,11,4,15,,,,,
100013609,4,7,3,,,,,
100013610,1,5,6,3,,,,
100013611,8,,,6,,,,
100013612,5,12,,,,,,
100013613,3,7,14,,,,,
100013614,7,6,5,16,,,,
100013615,10,3,2,,,,,
100013616,7,11,,9,,,,
100013617,13,16,15,10,,,,
100013618,12,,,9,,,,
100013619,14,4,7,13,,,,
100013620,2,,,,,,,
100013621,10,,15,9,,,,
100013622,10,15,,,,,,
100013623,5,16,,,,,,
100013624,2,10,,12,,,,
100013625,5,,9,,,,,
100013626,5,6,,12,,,,
100013627,4,,,5,,,,
100013628,4,16,9,,,,,
100013629,12,10,15,,,,,
100013630,16,14,13,3,,,,
100013631,12,,,9,,,,
100013632,16,7,,,,,,
100013633,9,4,10,,,,,
100013634,15,2,,6,,,,
100013635,8,,2,,,,,
100013636,6,5,16,,,,,
100013637,11,,7,16,,,,
100013638,8,2,,15,,,,
100013639,4,7,12,,,,,
100013640,2,4,5,3,,,,
100013641,4,9,,10,,,,
100013642,4,,,16,,,,
100013643,7,,,13,,,,
100013644,10,,,5,,,,
100013645,7,8,,16,,,,
100013646,4,,,13,,,,
100013647,10,11,5,,,,,
100013648,10,12,,13,,,,
100013649,9,10,,2,,,,
100013650,15,,7,,,,,
100013651,13,,,,,,,
100013652,3,,,11,,,,
100013653,6,7,,11,,,,
100013654,6,4,2,3,,,,
100013655,8,,,,,,,
100013656,1,,,15,,,,
100013657,15,,,,,,,
100013658,1,,2,16,,,,
100013659,2,,5,9,,,,
100013660,11,6,,,,,,
100013661,2,,,12,,,,
100013662,3,,4,1,,,,
100013663,5,10,3,,,,,
100013664,13,2,,,,,,
100013665,3,5,11,14,,,,
100013666,4,,,,,,,
100013667,5,,,,,,,
100013668,6,,9,,,,,
100013669,15,3,,7,,,,
100013670,8,,16,,,,,
100013671,13,,12,,,,,
100013672,11,13,,,,,,
100013673,14,3,2,11,,,,
100013674,10,8,1,16,,,,
100013675,15,,,5,,,,
100013676,14,,,1,,,,
100013677,13,,4,,,,,
100013678,11,,15,,,,,
100013679,4,,3,12,,,,
100013680,1,,,9,,,,
100013681,1,9,,5,,,,
100013682,5,13,2,14,,,,
100013683,16,,15,9,,,,
100013684,10,,4,6,,,,
100013685,8,7,5,13,,,,
100013686,7,10,,,,,,
100013687,9,,4,,,,,
100013688,1,,12,11,,,,
100013689,9,10,,3,,,,
100013690,13,5,,16,,,,
100013691,10,11,,,,,,
100013692,3,11,,,,,,
100013693,6,,2,4,,,,
100013694,15,9,3,,,,,
100013695,15,7,12,5,,,,
100013696,9,14,4,11,,,,
100013697,7,,,3,,,,
100013698,2,,5,14,,,,
100013699,14,5,,,,,,
100013700,14,15,,,,,,
100013701,2,,16,15,,,,
100013702,1,9,16,,,,,
100013703,3,,12,6,,,,
100013704,8,1,,,,,,
100013705,14,,,,,,,
100013706,7,12,1,15,,,,
100013707,8,,9,3,,,,
100013708,9,7,,,,,,
100013709,5,4,,,,,,
100013710,3,,7,2,,,,
100013711,6,9,,,,,,
100013712,15,,,10,,,,
100013713,4,8,,2,,,,
100013714,14,,1,,,,,
100013715,4,,,2,,,,
100013716,14,16,,,,,,
100013717,6,,3,,,,,
100013718,7,,2,,,,,
100013719,12,,16,,,,,
100013720,10,,14,,,,,
100013721,3,,7,,,,,
100013722,5,1,15,,,,,
100013723,7,,,10,,,,
100013724,11,4,,,,,,
100013725,11,8,16,,,,,
100013726,12,4,14,,,,,
100013727,11,,2,13,,,,
100013728,13,9,16,12,,,,
100013729,8,,7,,,,,
100013730,15,3,,5,,,,
100013731,12,11,3,,,,,
100013732,3,,,,,,,
100013733,6,1,,2,,,,
100013734,1,,9,4,,,,
100013735,15,2,3,,,,,
100013736,1,,,12,,,,
100013737,1,5,15,,,,,
100013738,3,,,2,,,,
100013739,9,,,4,,,,
100013740,13,,16,,,,,
100013741,9,,,1,,,,
100013742,15,10,7,13,,,,
100013743,15,,11,,,,,
100013744,15,,10,,,,,
100013745,4,,,2,,,,
100013746,9,,,3,,,,
100013747,11,5,,8,,,,
100013748,7,2,,,,,,
100013749,3,4,,1,,,,
100013750,3,2,15,,,,,
100013751,12,9,4,7,,,,
100013752,4,,,,,,,
100013753,10,,,13,,,,
100013754,2,8,,10,,,,
100013755,10,,,,,,,
100013756,8,,,12,,,,
100013757,4,10,,,,,,
100013758,4,,,6,,,,
100013759,5,,,,,,,
100013760,8,16,1,,,,,
100013761,1,,11,,,,,
100013762,8,,,13,,,,
100013763,9,16,7,10,,,,
100013764,6,,7,,,,,
100013765,7,,9,5,,,,
100013766,9,1,,,,,,
100013767,9,15,,,,,,
100013768,12,,8,,,,,
100013769,7,,14,6,,,,
100013770,1,6,,,,,,
100013771,10,2,,11,,,,
100013772,2,,,,,,,
100013773,4,,,11,,,,
100013774,12,,11,9,,,,
100013775,5,,,10,,,,
100013776,3,,8,6,,,,
100013777,12,3,4,,,,,
100013778,7,15,5,,,,,
100013779,9,11,14,2,,,,
100013780,9,15,,13,,,,
100013781,4,8,12,,,,,
100013782,4,,,9,,,,
100013783,5,8,6,11,,,,
100013784,10,,2,,,,,
100013785,9,3,16,,,,,
100013786,15,16,13,,,,,
100013787,3,12,,10,,,,
100013788,7,,,,,,,
100013789,8,1,13,,,,,
100013790,1,,,10,,,,
100013791,4,1,,,,,,
100013792,12,,1,,,,,
100013793,13,4,1,14,,,,
100013794,4,,,8,,,,
100013795,6,7,,2,,,,
100013796,5,14,,12,,,,
100013797,9,,7,,,,,
100013798,16,,3,,,,,
100013799,10,11,15,,,,,
100013800,4,2,11,,,,,
100013801,13,11,,5,,,,
100013802,6,10,15,,,,,
100013803,8,10,13,,,,,
100013804,10,14,11,,,,,
100013805,7,,,13,,,,
100013806,16,3,14,4,,,,
100013807,16,10,6,14,,,,
100013808,10,3,4,7,,,,
100013809,14,,,2,,,,
100013810,16,,7,,,,,
100013811,6,1,10,,,,,
100013812,8,,14,,,,,
100013813,7,,3,2,,,,
100013814,7,10,11,8,,,,
100013815,11,9,16,,,,,
100013816,1,,,,,,,
100013817,9,3,1,6,,,,
100013818,5,,,,,,,
100013819,5,9,15,,,,,
100013820,12,16,8,5,,,,
100013821,16,,13,,,,,
100013822,15,2,12,5,,,,
100013823,6,,,4,,,,
100013824,10,,,4,,,,
100013825,13,4,9,2,,,,
100013826,1,,6,16,,,,
100013827,13,,,,,,,
100013828,6,,15,14,,,,
100013829,2,,16,3,,,,
100013830,9,1,,4,,,,
100013831,7,,14,,,,,
100013832,14,10,,,,,,
100013833,12,,15,,,,,
100013834,4,15,,8,,,,
100013835,7,12,,1,,,,
100013836,2,,8,,,,,
100013837,11,,,3,,,,
100013838,11,6,,7,,,,
100013839,10,14,9,4,,,,
100013840,6,5,15,8,,,,
100013841,4,,2,9,,,,
100013842,2,8,,1,,,,
100013843,13,11,16,5,,,,
100013844,8,7,12,13,,,,
100013845,16,,9,,,,,
100013846,8,,12,3,,,,
100013847,14,13,8,16,,,,
100013848,4,5,,,,,,
100013849,11,9,,,,,,
100013850,5,2,,,,,,
100013851,10,7,6,,,,,
100013852,1,,,,,,,
100013853,9,16,1,2,,,,
100013854,1,15,,,,,,
100013855,4,,2,,,,,
100013856,15,5,9,,,,,
100013857,7,,,,,,,
100013858,5,16,,13,,,,
100013859,10,,8,7,,,,
100013860,1,,6,13,,,,
100013861,3,,16,,,,,
100013862,4,,,3,,,,
100013863,7,8,4,5,,,,
100013864,3,,,,,,,
100013865,2,9,10,,,,,
100013866,14,,,,,,,
100013867,6,,11,,,,,
100013868,15,16,,,,,,
100013869,14,9,,5,,,,
100013870,15,,,6,,,,
100013871,4,7,13,10,,,,
100013872,12,9,8,7,,,,
100013873,12,,7,,,,,
100013874,14,,,,,,,
100013875,6,16,10,,,,,
100013876,4,,,15,,,,
100013877,9,14,10,2,,,,
100013878,13,,8,,,,,
100013879,8,,,,,,,
100013880,9,,10,4,,,,
100013881,11,2,4,15,,,,
100013882,16,13,2,5,,,,
100013883,7,,3,10,,,,
100013884,15,12,9,11,,,,
100013885,10,9,2,,,,,
100013886,13,8,,,,,,
100013887,10,,,13,,,,
100013888,12,2,4,6,,,,
100013889,3,,,6,,,,
100013890,13,4,9,8,,,,
100013891,5,,9,6,,,,
100013892,14,15,5,,,,,
100013893,5,7,,14,,,,
100013894,8,6,,5,,,,
100013895,14,,13,5,,,,
100013896,3,,16,,,,,
100013897,13,1,7,10,,,,
100013898,5,,3,12,,,,
100013899,2,9,13,,,,,
100013900,16,,4,14,,,,
100013901,7,6,1,,,,,
100013902,8,2,,,,,,
100013903,9,,8,4,,,,
100013904,5,4,,2,,,,
100013905,11,5,8,,,,,
100013906,12,8,,,,,,
100013907,6,11,,1,,,,
100013908,2,,14,,,,,
100013909,10,1,,,,,,
100013910,4,5,,14,,,,
100013911,12,,,9,,,,
100013912,16,,3,,,,,
100013913,7,14,,6,,,,
100013914,13,12,16,11,,,,
100013915,8,16,3,11,,,,
100013916,9,,,12,,,,
100013917,9,,16,,,,,
100013918,2,10,,,,,,
100013919,6,1,,8,,,,
100013920,8,,4,11,,,,
100013921,7,,8,5,,,,
100013922,14,4,5,,,,,
100013923,16,13,12,,,,,
100013924,12,5,1,16,,,,
100013925,16,,3,1,,,,
100013926,4,,11,1,,,,
100013927,7,3,,14,,,,
100013928,9,,5,,,,,
100013929,6,,,,,,,
100013930,16,6,,1,,,,
100013931,4,3,7,5,,,,
100013932,11,9,,,,,,
100013933,7,,9,,,,,
100013934,7,,,9,,,,
100013935,14,,9,,,,,
100013936,1,,3,4,,,,
100013937,11,2,,,,,,
100013938,10,8,9,,,,,
100013939,2,,10,,,,,
100013940,8,,3,,,,,
100013941,13,15,2,6,,,,
100013942,1,,9,,,,,
100013943,6,,3,,,,,
100013944,1,,,11,,,,
100013945,9,14,,4,,,,
100013946,4,,3,,,,,
100013947,11,13,8,,,,,
100013948,6,8,,,,,,
100013949,14,10,16,3,,,,
100013950,9,,3,10,,,,
100013951,1,4,11,,,,,
100013952,11,,10,,,,,
100013953,13,,,,,,,
100013954,10,2,,,,,,
100013955,11,,,9,,,,
100013956,16,10,,1,,,,
100013957,10,14,,,,,,
100013958,4,11,16,,,,,
100013959,5,,,,,,,
100013960,4,11,1,,,,,
100013961,1,12,13,,,,,
100013962,6,,,,,,,
100013963,16,4,,15,,,,
100013964,9,,2,,,,,
100013965,12,,,6,,,,
100013966,9,15,7,,,,,
100013967,8,2,5,,,,,
100013968,6,,13,,,,,
100013969,8,,,9,,,,
100013970,6,5,9,14,,,,
100013971,6,11,,3,,,,
100013972,10,15,,,,,,
100013973,8,6,3,15,,,,
100013974,9,,,15,,,,
100013975,5,,8,1,,,,
100013976,12,7,6,16,,,,
100013977,14,7,3,15,,,,
100013978,11,,9,,,,,
100013979,11,4,,5,,,,
100013980,10,,4,5,,,,
100013981,1,6,,,,,,
100013982,12,,2,13,,,,
100013983,16,12,,10,,,,
100013984,15,8,,14,,,,
100013985,13,10,,,,,,
100013986,2,,11,,,,,
100013987,8,,3,14,,,,
100013988,2,5,15,,,,,
100013989,8,4,1,5,,,,
100013990,2,,7,,,,,
100013991,14,6,,,,,,
100013992,10,,4,,,,,
100013993,5,,,,,,,
100013994,4,2,,,,,,
100013995,10,5,6,16,,,,
100013996,16,,,15,,,,
100013997,16,,,7,,,,
100013998,9,,,,,,,
100013999,9,,,4,,,,
100014000,5,,,,,,,
100014001,7,,16,,,,,
100014002,16,,,,,,,
100014003,14,3,4,,,,,
100014004,7,14,1,,,,,
100014005,11,14,,,,,,
100014006,5,2,,13,,,,
100014007,7,2,4,,,,,
100014008,3,15,,,,,,
100014009,11,,,,,,,
100014010,10,13,11,,,,,
100014011,5,11,,12,,,,
100014012,1,11,14,,,,,
100014013,6,13,,3,,,,
100014014,9,,,,,,,
100014015,8,2,10,,,,,
100014016,15,,,9,,,,
100014017,4,,,16,,,,
100014018,11,3,,,,,,
100014019,11,16,,12,,,,
100014020,2,,,,,,,
100014021,6,,,,,,,
100014022,7,,5,10,,,,
100014023,7,,10,,,,,
100014024,14,3,,2,,,,
100014025,12,,,,,,,
100014026,14,10,5,,,,,
100014027,10,3,,,,,,
100014028,1,12,9,,,,,
100014029,7,12,15,6,,,,
100014030,3,16,,,,,,
100014031,6,,,15,,,,
100014032,8,4,,12,,,,
100014033,7,2,,3,,,,
100014034,9,,,,,,,
100014035,7,14,8,16,,,,
100014036,2,,,,,,,
100014037,3,,,6,,,,
100014038,13,,6,,,,,
100014039,1,,,2,,,,
100014040,15,,,5,,,,
100014041,16,8,9,,,,,
100014042,3,10,,,,,,
100014043,12,,,15,,,,
100014044,14,1,11,9,,,,
100014045,12,3,16,,,,,
100014046,9,13,6,,,,,
100014047,12,13,,1,,,,
100014048,2,1,5,3,,,,
100014049,3,5,,8,,,,
100014050,4,10,,11,,,,
100014051,14,15,,,,,,
100014052,11,13,,,,,,
100014053,6,,1,2,,,,
100014054,15,8,,,,,,
100014055,8,9,,1,,,,
100014056,6,7,4,14,,,,
100014057,7,13,,11,,,,
100014058,14,,,,,,,
100014059,13,7,,,,,,
100014060,6,5,1,,,,,
100014061,2,11,9,,,,,
100014062,9,,,,,,,
100014063,9,,,,,,,
100014064,10,,4,3,,,,
100014065,8,10,,,,,,
100014066,1,6,,15,,,,
100014067,13,14,,9,,,,
100014068,1,5,,11,,,,
100014069,2,,11,14,,,,
100014070,5,13,12,,,,,
100014071,13,5,11,8,,,,
100014072,7,6,4,,,,,
100014073,3,12,16,,,,,
100014074,4,,12,7,,,,
100014075,2,9,13,14,,,,
100014076,10,,,13,,,,
100014077,15,13,,,,,,
100014078,7,15,,,,,,
100014079,6,12,,,,,,
100014080,3,6,15,,,,,
100014081,6,11,,14,,,,
100014082,3,15,7,,,,,
100014083,8,,,15,,,,
100014084,1,13,7,,,,,
100014085,12,3,,14,,,,
100014086,4,,13,16,,,,
100014087,8,,,,,,,
100014088,4,,,11,,,,
100014089,11,,15,,,,,
100014090,3,11,2,6,,,,
100014091,4,,,,,,,
100014092,3,8,,7,,,,
100014093,9,5,,,,,,
100014094,5,,4,,,,,
100014095,4,8,,10,,,,
100014096,2,,,,,,,
100014097,6,,,,,,,
100014098,15,10,,,,,,
100014099,13,,,,,,,
100014100,2,7,,,,,,
100014101,14,,6,5,,,,
100014102,14,,11,,,,,
100014103,16,,9,,,,,
100014104,3,5,,,,,,
100014105,10,6,,,,,,
100014106,1,,,,,,,
100014107,14,15,3,,,,,
100014108,8,,,,,,,
100014109,2,,,13,,,,
100014110,2,16,13,,,,,
100014111,6,,,10,,,,
100014112,13,9,3,,,,,
100014113,10,6,,1,,,,
100014114,5,13,11,2,,,,
100014115,9,10,4,,,,,
100014116,5,9,,,,,,
100014117,16,10,4,11,,,,
100014118,6,15,5,13,,,,
100014119,4,16,1,3,,,,
100014120,4,14,,15,,,,
100014121,4,,6,7,,,,
100014122,1,11,15,,,,,
100014123,9,7,15,11,,,,
100014124,13,,15,,,,,
100014125,6,2,,7,,,,
100014126,4,9,15,16,,,,
100014127,6,,3,,,,,
100014128,3,8,1,,,,,
100014129,3,,,,,,,
100014130,4,15,9,,,,,
100014131,1,,5,6,,,,
100014132,10,,,13,,,,
100014133,15,3,,,,,,
100014134,7,,3,,,,,
100014135,13,,,,,,,
100014136,12,10,,14,,,,
100014137,8,,4,,,,,
100014138,11,,15,,,,,
100014139,16,,,12,,,,
100014140,9,11,,,,,,
100014141,3,10,,14,,,,
100014142,3,,12,,,,,
100014143,2,8,16,,,,,
100014144,6,15,,,,,,
100014145,1,16,15,,,,,
100014146,4,8,,,,,,
100014147,16,,11,6,,,,
100014148,10,9,1,,,,,
100014149,15,2,4,1,,,,
100014150,4,,1,,,,,
100014151,7,14,,,,,,
100014152,9,2,,,,,,
100014153,12,,13,5,,,,
100014154,13,14,,,,,,
100014155,12,8,10,,,,,
100014156,14,,,,,,,
100014157,6,,14,,,,,
100014158,6,,9,1,,,,
100014159,5,,,,,,,
100014160,6,,,,,,,
100014161,15,,5,,,,,
100014162,13,7,3,2,,,,
100014163,9,,3,14,,,,
100014164,2,16,14,6,,,,
100014165,16,,,8,,,,
100014166,12,11,7,,,,,
100014167,9,1,,,,,,
100014168,4,11,,16,,,,
100014169,16,14,8,,,,,
100014170,13,6,14,1,,,,
100014171,15,,6,3,,,,
100014172,13,16,,1,,,,
100014173,15,1,,16,,,,
100014174,1,,,,,,,
100014175,1,12,,15,,,,
100014176,5,10,4,,,,,
100014177,10,,,,,,,
100014178,5,4,8,13,,,,
100014179,16,,,,,,,
100014180,9,10,,3,,,,
100014181,16,,8,7,,,,
100014182,15,,10,,,,,
100014183,12,16,,,,,,
100014184,9,14,16,,,,,
100014185,9,3,16,,,,,
100014186,6,16,12,5,,,,
100014187,16,,,9,,,,
100014188,7,,12,14,,,,
100014189,8,9,14,,,,,
100014190,3,8,10,,,,,
100014191,6,9,,,,,,
100014192,2,12,7,,,,,
100014193,16,1,,14,,,,
100014194,2,5,,,,,,
100014195,13,11,,9,,,,
100014196,4,9,,,,,,
100014197,5,1,,,,,,
100014198,13,2,,12,,,,
100014199,1,,,,,,,
100014200,5,6,14,,,,,
100014201,3,7,5,,,,,
100014202,3,10,,,,,,
100014203,5,4,,9,,,,
100014204,15,10,,1,,,,
100014205,8,1,3,11,,,,
100014206,10,,15,3,,,,
100014207,5,,14,7,,,,
100014208,11,,6,3,,,,
100014209,7,8,,1,,,,
100014210,7,9,,,,,,
100014211,14,1,6,,,,,
100014212,2,7,15,,,,,
100014213,1,,9,,,,,
100014214,8,,2,3,,,,
100014215,7,,2,8,,,,
100014216,8,,,,,,,
100014217,11,6,,,,,,
100014218,3,14,,6,,,,
100014219,1,5,,,,,,
100014220,11,14,,13,,,,
100014221,14,,,3,,,,
100014222,15,8,,10,,,,
100014223,2,14,,,,,,
100014224,10,9,,,,,,
100014225,2,,,3,,,,
100014226,12,,8,,,,,
100014227,14,,3,1,,,,
100014228,5,9,,,,,,
100014229,14,,8,9,,,,
100014230,11,13,15,1,,,,
100014231,6,13,,,,,,
100014232,13,,,,,,,
100014233,6,16,,9,,,,
100014234,2,,8,13,,,,
100014235,3,16,9,6,,,,
100014236,5,1,,,,,,
100014237,7,9,,,,,,
100014238,2,,13,,,,,
100014239,6,,,8,,,,
100014240,10,,,13,,,,
100014241,13,10,5,,,,,
100014242,11,4,,,,,,
100014243,2,10,,,,,,
100014244,9,5,,,,,,
100014245,16,13,10,8,,,,
100014246,16,,,9,,,,
100014247,3,2,16,,,,,
100014248,12,,,7,,,,
100014249,16,1,,13,,,,
100014250,8,3,11,,,,,
100014251,6,11,12,7,,,,
100014252,7,,2,,,,,
100014253,10,11,,,,,,
100014254,5,,,8,,,,
100014255,1,10,4,,,,,
100014256,3,11,,,,,,
100014257,8,,11,4,,,,
100014258,6,,12,,,,,
100014259,5,15,9,,,,,
100014260,9,,,,,,,
100014261,16,13,1,14,,,,
100014262,4,7,,,,,,
100014263,8,6,,,,,,
100014264,13,8,,,,,,
100014265,11,,6,14,,,,
100014266,4,15,,,,,,
100014267,4,16,,15,,,,
100014268,4,13,,15,,,,
100014269,10,14,,,,,,
100014270,6,,9,1,,,,
100014271,8,2,6,,,,,
100014272,10,11,5,,,,,
100014273,12,14,9,10,,,,
100014274,8,10,13,,,,,
100014275,6,,5,,,,,
100014276,12,,11,,,,,
100014277,6,,,2,,,,
100014278,5,11,4,,,,,
100014279,4,,12,9,,,,
100014280,5,6,,16,,,,
100014281,16,6,7,1,,,,
100014282,1,9,,6,,,,
100014283,5,4,,,,,,
100014284,5,,14,,,,,
100014285,16,14,13,,,,,
100014286,15,1,,,,,,
100014287,14,8,,6,,,,
100014288,3,4,9,13,,,,
100014289,12,,,4,,,,
100014290,6,2,,13,,,,
100014291,5,,,,,,,
100014292,1,14,,,,,,
