Dennis Slifer,903,1949,
Denny Caringer,904,1999,
Dermot Moran,905,1963,
Desmond Morris,906,1960,
Detlev J.K. Peukert,907,1978,
Devin McKinney,908,1947,1973
Devon W. Carbado,909,1933,
Devra Davis,910,1976,
Diablo Cody,911,1932,1954
Diana Butler Bass,912,1998,
Diana Cooper,913,1905,
Diana Gabaldon,914,1928,
Diana Kendall,915,1944,
Diana Palmer,916,1962,
Diana Vreeland,917,1922,1986
Diana Wynne Jones,918,1916,1980
Diane  Kennedy,919,1963,
Diane Duane,920,1984,
Diane Haeger,921,1995,2019
Diane Johnson,922,1918,1992
Diane Mott Davidson,923,1903,1978
Diane Setterfield,924,1906,
Diane Waldman,925,1992,
Dick Francis,926,1966,
Dinah L. MochÃ©,927,1971,
Dinesh D'Souza,928,1991,
Dixie Cash,929,1964,
Dodie Smith,930,1912,1939
Don    Wood,931,1985,2015
Don  Lee,932,1976,
Don Colbert,933,1969,
Don DeLillo,934,1923,
Don Ihde,935,1952,1998
Don Macmillan,936,1972,
Don Rosa,937,1997,
Don Webb,938,1914,1961
Donald  Lloyd,939,1943,
Donald A. Mackenzie,940,1976,
Donald A. Norman,941,1968,
Donald Barthelme,942,1961,
Donald D. Stull,943,1943,
Donald Goines,944,1981,
Donald H. Wolfe,945,1902,1929
Donald J. Crump,946,1936,
Donald J. Sobol,947,1938,
Donald J. Trump,948,1920,
Donald Kagan,949,1935,1978
Donald Miller,950,1997,
Donald Spoto,951,1954,
Donald T. Phillips,952,1955,
Donald Zochert,953,1967,
Donna Dale Carnegie,954,1900,1998
Donna Freitas,955,1947,
Donna Goldberg,956,1959,
Donna Hill,957,1959,
Donna Ickes,958,1996,
Donna Leon,959,1978,
Donna M. Jackson,960,1952,2012
Donna Tartt,961,1986,
Donna VanLiere,962,1970,
Donna Woolfolk Cross,963,1922,2002
Doreen Cronin,964,1954,
Doris Kearns Goodwin,965,1979,2017
Doris Kloster,966,1922,2012
Doris Lessing,967,1985,
Dorothea Shefer-Vanson,968,1927,2018
Dorothy Corkille Briggs,969,1920,1970
Dorothy Dunnett,970,1975,
Dorothy L. Sayers,971,1975,
Dorothy Parker,972,1915,
Dorothy Roberts,973,1967,1994
Doug Lansky,974,1994,
Doug McClelland,975,1907,
Doug Stanton,976,1989,
Doug Walsh,977,1934,
Douglas A. Anderson,978,1965,
Douglas Adams,979,1991,
Douglas C. Giancoli,980,1914,
Douglas Clegg,981,1956,
Douglas Coupland,982,1945,
Douglas Downing,983,1993,
Douglas E. Winter,984,1952,2014
Douglas M. MacDowell,985,1925,
Douglas Preston,986,1983,
Douglas R. Hofstadter,987,1922,
Dow Mossman,988,1988,
Doyle Brunson,989,1934,1988
Dr. Seuss,990,1925,
Drew Carey,991,1924,
Dugald A. Steer,992,1963,2015
Dwight D. Eisenhower,993,1952,
Dyan Sheldon,994,1910,
E. Nesbit,995,1997,
E.B. Potter,996,1914,1971
E.B. White,997,1924,
E.E. Cummings,998,1961,
E.J. Wagner,999,1905,1950
E.L. Doctorow,1000,1969,
E.L. Konigsburg,1001,1966,
E.M. Forster,1002,1973,
E.R. Eddison,1003,1989,
E.V. Gordon,1004,1928,2009
Eamon Duffy,1005,1903,
East Bay M. U. D. Staff,1006,1920,
Eckhart Tolle,1007,1901,
Ed  Young,1008,1985,
Ed Dorn,1009,1982,
Ed Gorman,1010,1993,
Ed McBain,1011,1963,
Ed Roberson,1012,1938,
Edgar Allan Poe,1013,1917,1974
Edgar Rice Burroughs,1014,1984,
Edith Hamilton,1015,1902,1975
Edith Wharton,1016,1968,
Edmond Rostand,1017,1991,
Edmund Burke,1018,1977,
Edmund Morris,1019,1945,
Edmund S. Morgan,1020,1961,1994
Edmund Spenser,1021,1986,
Eduardo Galeano,1022,1975,
Edward Albee,1023,1965,
Edward Bulwer-Lytton,1024,1984,
Edward C. Klatt,1025,1994,
Edward Copeland,1026,1994,
Edward Countryman,1027,1940,2019
Edward de Bono,1028,1947,
Edward F. Edinger,1029,1970,1995
Edward Gibbon,1030,1903,1964
Edward Gorey,1031,1937,
Edward J. Larson,1032,1918,1975
Edward Lear,1033,1970,
Edward Lewis Wallant,1034,1970,
Edward P. Jones,1035,1943,1992
Edward R. Tufte,1036,1974,
Edward Rutherfurd,1037,1946,
Edward St. Aubyn,1038,1989,
Edward Steers Jr.,1039,1954,1995
Edward T. Welch,1040,1908,1973
Edward W. Said,1041,1950,2019
Edwidge Danticat,1042,1940,1960
Edwin A. Abbott,1043,1936,
Edwin Page,1044,1996,
Efraim Turban,1045,1918,
Efrem Smith,1046,1960,
Eiji Nonaka,1047,1921,1947
Eiki Eiki,1048,1928,1972
Eileen Gunn,1049,1936,1998
Eireann Corrigan,1050,1932,
Elaine Barbieri,1051,1966,
Elaine Cunningham,1052,1985,
Elaine Pagels,1053,1998,
Elaine Sciolino,1054,1949,2002
Elan Golomb,1055,1924,2008
Elda Minger,1056,1922,2018
Eleanor Clymer,1057,1902,1978
Eleanor Dwight,1058,1920,
Eleanor Estes,1059,1957,
Eleanor Herman,1060,1912,2012
Eleanor J. Gibson,1061,1958,
Elena N. Mahlow,1062,1978,
Elie Wiesel,1063,1965,
Elinor J. Pinczes,1064,1915,1949
Elinor M. Brent-Dyer,1065,1920,1982
Eliot Asinof,1066,1956,
Eliot Ness,1067,1975,2019
Elisabeth Elliot,1068,1955,2021
Elisabeth Jean Wood,1069,1935,
Elisabeth KÃ¼bler-Ross,1070,1929,
Elise Broach,1071,1967,
Eliza Gaynor Minden,1072,1922,1944
Eliza Minot,1073,1968,
Elizabeth  Davis,1074,1957,
Elizabeth  George,1075,1934,1957
Elizabeth A. Lynn,1076,1919,
Elizabeth A. Schultz,1077,1914,
Elizabeth Alexander,1078,1992,
Elizabeth Berg,1079,1968,
Elizabeth C. Economy,1080,1987,
Elizabeth Castro,1081,1985,2006
Elizabeth Clare Prophet,1082,1958,1984
Elizabeth Gaskell,1083,1975,
Elizabeth George,1084,1940,1993
Elizabeth Gilbert,1085,2000,
Elizabeth Hardwick,1086,1979,
Elizabeth Hoyt,1087,1982,
Elizabeth Knowles,1088,1942,2003
Elizabeth Kostova,1089,1914,
Elizabeth L. Fuller,1090,1938,1989
Elizabeth Lowell,1091,1970,2021
Elizabeth M. Butler,1092,1981,2009
Elizabeth Mann,1093,1948,
Elizabeth Mayne,1094,1933,1955
Elizabeth Moon,1095,1994,
Elizabeth Noble,1096,1976,
Elizabeth Peters,1097,1928,1986
Elizabeth Russell Miller,1098,1921,
Elizabeth Silverthorne,1099,1932,
Elizabeth Stewart,1100,1969,
Elizabeth Stuart Phelps,1101,1986,
Elizabeth von Arnim,1102,1908,1998
Elizabeth Wurtzel,1103,1916,1938
Ellen Anker,1104,1952,
Ellen Evert Hopman,1105,1994,
Ellen Kushner,1106,1941,2014
Ellen Meloy,1107,1930,
Ellen Raskin,1108,1933,1979
Ellen Weiss,1109,1975,
Elliot Aronson,1110,1910,1998
Elliott A. Norse,1111,1936,
Elliott Currie,1112,1923,1965
Ellis Weiner,1113,1920,1986
Elmer Kennedy-Andrews,1114,1968,2010
Elspeth Huxley,1115,1970,
Elvi Rhodes,1116,1917,
Elwood Reid,1117,1916,
Emerson Eggerichs,1118,1972,
Emil M. Cioran,1119,1913,
Emily Barr,1120,1994,
Emily Blake,1121,1973,2012
Emily BrontÃ«,1122,1916,1988
Emily Dickinson,1123,1945,
Emily Giffin,1124,1982,2010
Emily Jenkins,1125,1973,
Emily Mann,1126,1981,
Emine Sevgi Ã–zdamar,1127,1968,
Emma Barker,1128,1937,
Emma Donoghue,1129,1981,
Emma Holly,1130,1932,1998
Emma McLaughlin,1131,1957,
Emmanuel Le Roy Ladurie,1132,1929,1973
Emmanuel Rhoides,1133,1990,
Emmuska Orczy,1134,2000,
Enid Blyton,1135,1976,
Eoin Colfer,1136,1955,
Ephraim Sevela,1137,1943,1965
Epictetus,1138,1929,
Erasmus,1139,1938,
Eric A. Meyer,1140,1942,
Eric B. Martin,1141,1901,
Eric Bischoff,1142,1985,
Eric Carle,1143,1959,
Eric Chaisson,1144,1932,2005
Eric Flint,1145,1978,
Eric Frank Russell,1146,1919,
Eric H.F. Law,1147,1917,1992
Eric Hansen,1148,1910,1989
Eric Hobsbawm,1149,1978,
Eric Homberger,1150,1935,
Eric Jensen,1151,1901,
Eric Klinenberg,1152,1952,1994
Eric P. Kelly,1153,1977,
Eric R. Kandel,1154,1960,2003
Eric R. Wolf,1155,1959,
Eric Schlosser,1156,1994,
Eric Sykes,1157,1998,
Eric Tyson,1158,1950,
Erica Jong,1159,1981,
Erich Auerbach,1160,1924,1974
Erich Fromm,1161,1961,2014
Erich Maria Remarque,1162,1932,
Erik  Larson,1163,1959,2001
Erik Larson,1164,1972,
Erin McCarthy,1165,1931,1966
Erin McKean,1166,1998,
Erin St. Claire,1167,1949,
Erle Stanley Gardner,1168,1947,
Ernest Becker,1169,1918,1969
Ernest Hemingway,1170,1916,
Ernest J. Gaines,1171,1998,
Ernesto Laclau,1172,1941,2014
Ernesto Sabato,1173,1976,2007
Ernle Bradford,1174,1968,
Errol Flynn,1175,1999,
Erving Goffman,1176,1947,
Esmeralda Santiago,1177,1911,1986
Estelle B. Freedman,1178,1916,
Esther Perel,1179,1987,
Esther Schor,1180,1939,
Eudora Welty,1181,1908,
EugÃ¨ne Ionesco,1182,1912,2001
Eugene J. McCarthy,1183,1968,
Eugene Linden,1184,1947,
Eugene O'Neill,1185,1964,
Euripides,1186,1979,2008
Eva Brann,1187,1966,
Eva-Maria Metcalf,1188,1927,1959
Evan Thomas,1189,2000,
Evangeline Walton,1190,1936,
Evelyn Waugh,1191,1946,
Ewan McGregor,1192,1917,1941
F. Scott Fitzgerald,1193,1914,1949
F.F. Bruce,1194,1916,
Fannie Flagg,1195,1948,
FASA Corporation,1196,1925,1947
Fatemeh Keshavarz,1197,1952,
Faye Perozich,1198,1992,2012
Federico GarcÃ­a Lorca,1199,1993,
Fern Michaels,1200,1919,2014
Fiona McAuslan,1201,1983,
Flann O'Brien,1202,2000,
Fodor's Travel Publications Inc.,1203,1986,
Ford Madox Ford,1204,1931,
Fran Leeper Buss,1205,1958,
FranÃ§ois Rabelais,1206,1967,
Frances Burney,1207,1978,
Frances Gies,1208,1928,
Frances Goodrich,1209,1908,1979
Frances Hodgson Burnett,1210,1995,
Frances J. Roberts,1211,1974,
Frances Mayes,1212,1980,
Frances Oliver,1213,1938,
Frances Stonor Saunders,1214,1974,
Francesca Lia Block,1215,1930,
Francine Pascal,1216,1985,2017
Francine Patterson,1217,1959,2019
Francine Prose,1218,1914,
Francine Segan,1219,1959,
Francis Davis,1220,1987,
Francis Meynell,1221,1926,
Frank  Graham,1222,1927,
Frank Beddor,1223,1906,1930
Frank Darabont,1224,1937,
Frank E. Peretti,1225,1947,
Frank Furedi,1226,1941,
Frank Herbert,1227,1936,2019
Frank Kermode,1228,1957,
Frank M. Carrano,1229,1916,2004
Frank McConnell,1230,1972,1997
Frank McCourt,1231,1980,
Frank N. Magill,1232,1923,
Frank P. Incropera,1233,1954,1978
Frank Portman,1234,1944,
Frank Warren,1235,1959,1981
Frank Wedekind,1236,1916,1958
Frank Zappa,1237,1930,1980
Franz Kafka,1238,1960,
Fred Anderson,1239,1941,
Fred Goodman,1240,1963,
Fred Pearce,1241,1930,2018
Fred Saberhagen,1242,1912,1986
Frederick C. Beiser,1243,1925,1949
Frederick Charles Copleston,1244,1998,
Frederick Douglass,1245,1943,
Frederick Exley,1246,1986,
Frederick K. Goodwin,1247,1984,
Frederick P. Brooks Jr.,1248,1929,1997
Frederick P. Lenz,1249,1941,2000
Frederik Pohl,1250,1957,
Fredric Dannen,1251,1963,2015
Friedrich A. Hayek,1252,1937,
Friedrich Nietzsche,1253,1993,
Friedrich Reck-Malleczewen,1254,1965,
Fritjof Capra,1255,1963,
Fulton J. Sheen,1256,1930,
Fuyumi Ono,1257,1922,2018
Fyodor Dostoyevsky,1258,1962,1998
G. Edward White,1259,1907,1956
G. Richard Shell,1260,1935,1962
G.E. Bentley Jr.,1261,1959,1999
G.K. Chesterton,1262,1947,1976
Gabrielle Ann Euvino,1263,1954,
Gail A. Eisnitz,1264,1947,2002
Gail Carson Levine,1265,1940,
Gail Godwin,1266,1973,2003
Gail Grant,1267,1933,
Gaius Julius Caesar,1268,1973,
Galadriel Waters,1269,1977,
Gale Gand,1270,1949,1994
Galina Krasskova,1271,1994,
Gardner Dozois,1272,1987,
Garrison Keillor,1273,1946,1998
Garry Nelson,1274,1992,
Garry Wills,1275,1910,1999
Garth Ennis,1276,1960,
Garth Nix,1277,1980,
Gary A. Braunbeck,1278,1946,
Gary B. Nash,1279,1986,
Gary Chapman,1280,1907,1966
Gary Colombo,1281,1935,2009
Gary Friedrich,1282,1942,2008
Gary K. Carey,1283,1980,
Gary L. Blackwood,1284,1972,
Gary L. Hardcastle,1285,1910,1962
Gary Oates,1286,1941,1989
Gary Paulsen,1287,1941,
Gary Russell,1288,1913,1973
Gary Snyder,1289,1947,2014
Gary Yukl,1290,1913,1986
Gaston Leroux,1291,1904,
Gavin Baddeley,1292,1918,1997
Gavin Menzies,1293,1968,
Gayden Metcalfe,1294,1999,
Gayle Lynds,1295,1983,
Gelsey Kirkland,1296,1969,
Gene A. Brucker,1297,1928,1987
Gene Wilder,1298,1913,1951
Gene Wolfe,1299,1964,
Geneen Roth,1300,1928,1989
Geoff Emerick,1301,1901,
Geoffrey Batchen,1302,1925,
Geoffrey Chaucer,1303,1929,2020
Geoffrey M. Bellman,1304,1919,
Geoffrey Miller,1305,1952,
Geoffrey S. Kirk,1306,1931,1976
Georg Feuerstein,1307,1946,
Georg Wilhelm Friedrich Hegel,1308,1972,
George  Adamson,1309,1950,
George Balanchine,1310,1918,
George Beahm,1311,1953,
George Bernard Shaw,1312,1930,
George Crile,1313,1983,
George E. Stanley,1314,1925,2014
George Eliot,1315,1970,
George Gamow,1316,1978,
George Gladir,1317,1992,
George Grant,1318,1962,
George H. Scherr,1319,1902,
George H. Wood,1320,1954,
George Lakoff,1321,1951,
George Lucas,1322,1909,
George MacDonald,1323,1961,
George MacDonald Fraser,1324,1958,
George Orwell,1325,1987,
George Pelecanos,1326,1990,
George Plimpton,1327,1965,
George R.R. Martin,1328,1911,
George S. Clason,1329,1960,
George Saunders,1330,1941,
George Selden,1331,1980,
George Smoot,1332,1935,2021
George Stalk Jr.,1333,1986,
George Sullivan,1334,1942,2007
George Washington,1335,1906,2000
Georges Bataille,1336,1953,
Georges Perec,1337,1956,2013
Georges Simenon,1338,1922,1975
Georgette Heyer,1339,1935,
Georgina Grey,1340,1957,
Gerald Posner,1341,1963,
Geraldine Brooks,1342,1913,1956
Geraldine McCaughrean,1343,1966,
Geraldine Pinch,1344,1985,
Gertrude Chandler Warner,1345,1924,1962
Gertrude Stein,1346,1981,
Gertrude the Great,1347,1935,
Gia Bathory Al Babel,1348,1982,
Giada De Laurentiis,1349,1909,1959
Giles Andreae,1350,1935,
Gill Harvey,1351,1917,
Gilles Deleuze,1352,1961,
Gillian Avery,1353,1985,
Giorgio De Santillana,1354,1902,
Girolamo Cardano,1355,1953,2000
Giuliana DePandi,1356,1925,1976
Giuliano Hazan,1357,1974,
Glen David Gold,1358,1918,
Glenn M. Schwartz,1359,1969,2010
Glenn Yeffeth,1360,1982,2016
Gloria Goldreich,1361,1969,
Gloria Naylor,1362,1996,
Gonzague Saint Bris,1363,1986,
Good Housekeeping,1364,1990,
Gordon Bowker,1365,1997,
Gordon Dahlquist,1366,1929,
Gordon Korman,1367,1951,1989
Gordon S. Wood,1368,1942,
Gore Vidal,1369,1975,
Gotthold Ephraim Lessing,1370,1927,
Govind Armstrong,1371,1981,
Graham Chapman,1372,1949,2014
Graham Greene,1373,1907,1953
Graham Hancock,1374,1911,1951
Graham Handley,1375,1964,
Graham Masterton,1376,1905,
Graham McNeill,1377,1907,1997
Grant Morrison,1378,1985,
Grant R. Osborne,1379,1981,
Graydon Carter,1380,1905,2002
Greg  Taylor,1381,1963,2009
Greg Behrendt,1382,1921,1941
Greg Cox,1383,1935,1979
Greg Iles,1384,1949,1980
Greg Keyes,1385,1924,2017
Greg Tang,1386,1908,
Gregg Olsen,1387,1962,1991
Gregory Bassham,1388,1953,
Gregory Maguire,1389,1975,
Gretchen Moran Laskas,1390,1954,
Grif Stockley,1391,1972,
Gus Russo,1392,2000,
Gus Van Sant,1393,1978,
Gustave Flaubert,1394,1991,
Gustave Le Bon,1395,1985,
Guy Kawasaki,1396,1943,1966
Guy Ogilvy,1397,1968,1995
Guy W. Jones,1398,1911,1953
Gwen Moran,1399,1953,
Gwyn Hyman Rubio,1400,1995,
Gwynne Forster,1401,1900,1971
H. Jay Riker,1402,1917,
H. Rider Haggard,1403,1993,
H.G. Bissinger,1404,1975,
H.G. Wells,1405,1980,
H.P. Lovecraft,1406,1973,
H.R. Giger,1407,1940,1964
H.W. Brands,1408,1962,
Ha Jin,1409,1916,2004
Hailey Abbott,1410,1980,
HalldÃ³r Laxness,1411,1948,2000
Hania Czajkowski,1412,1963,
Hanif Kureishi,1413,1934,1965
Hannah  Green,1414,1944,
Hannah Arendt,1415,1933,1971
Hannah Hurnard,1416,1984,
Hans Blumenberg,1417,1932,1981
Hans Jonas,1418,1967,
Hanshan,1419,1976,
Harlan Coben,1420,1948,1983
Harlan Ellison,1421,1937,
Harlow Giles Unger,1422,1902,1966
Harold Abelson,1423,1962,
Harold Bloom,1424,1942,
Harold C. Livesay,1425,1964,2005
Harold Coyle,1426,1989,
Harold G. Moore,1427,1913,1997
Harper Lee,1428,1920,
Harpo Marx,1429,1995,
Harriet Lerner,1430,1904,
Harrison Edward Livingstone,1431,1907,1969
Harry Crews,1432,1947,1985
Harry G. Frankfurt,1433,1942,
Harry Graham,1434,1928,
Harry Hamernik,1435,1946,2004
Haruki Murakami,1436,1998,
Haruko Taya Cook,1437,1984,
Harvey Mansfield,1438,1928,1974
Harvey P. Mandel,1439,1944,1992
Harvey Pekar,1440,1931,
Haven Kimmel,1441,1919,1991
Hayao Miyazaki,1442,1934,
Hazel Rowley,1443,1908,1976
Heather Jarman,1444,1945,
Heather O'Neill,1445,1975,
Heidi Baker,1446,1953,
Heidi Betts,1447,1922,1955
Heidi Boyd,1448,1949,
Heidi Fleiss,1449,1928,2003
Heidi Hayes Jacobs,1450,1938,
Heidi Murkoff,1451,1973,
Helen  Cooper,1452,1990,
Helen Ericson,1453,1978,
Helen Fielding,1454,1999,
Helen Fisher,1455,1904,
Helen L. Taylor,1456,1992,
Helen McCarthy,1457,1999,
Helen Vendler,1458,1942,1987
Helena Grice,1459,1952,
Hemant Mehta,1460,1953,
Henepola Gunaratana,1461,1907,
Henning Mankell,1462,1967,
Henri Blocher,1463,1979,2003
Henri J.M. Nouwen,1464,1917,
Henry Chadwick,1465,1926,1989
Henry David Thoreau,1466,1951,
Henry Fielding,1467,1912,1990
Henry James,1468,1969,
Henry Jenkins,1469,1974,
Henry Louis Gates Jr.,1470,1920,
Henry M. Sayre,1471,1930,
Henry Miller,1472,1905,1975
Henry Mintzberg,1473,1959,
Herbert Asbury,1474,1912,1990
Herman Melville,1475,1995,
Herman Wouk,1476,1975,
Hermann Broch,1477,1974,
Hermann Hesse,1478,1959,
Hermione Lee,1479,1991,
Herodotus,1480,1988,
Hershel Parker,1481,1930,
Hervie Haufler,1482,1919,1995
Hesiod,1483,1922,1986
Hiawyn Oram,1484,1970,
Hidenori Hara,1485,1919,1978
Hideyuki Kikuchi,1486,1994,
Hilary H. Milton,1487,1958,2005
Hildegarde Hoyt Swift,1488,1939,1967
Hinako Takanaga,1489,1957,
Hirohiko Araki,1490,1911,2004
Hiroki Endo,1491,1910,1965
Hiromu Arakawa,1492,1924,
Hiroyuki Morioka,1493,1944,2002
Homer,1494,1997,
Homer Hickam,1495,1953,
HonorÃ© de Balzac,1496,1966,
Hope S. Warshaw,1497,1921,
Horace,1498,1956,1999
Horace  Silver,1499,1963,
Horace Walpole,1500,1939,1960
Howard Chaykin,1501,1959,
Howard E. Covington Jr.,1502,1991,
Howard F. Lyman,1503,1975,
Howard Korder,1504,1945,
Howard Stern,1505,1983,
Howard W. Stone,1506,1933,1965
Howard Zinn,1507,1930,1951
Hugh    Miller,1508,1937,2012
Hugh Bicheno,1509,1980,
Hugh Honour,1510,1986,
Hugh Kenner,1511,1960,1981
Hugh Laurie,1512,1900,
Humphrey Carpenter,1513,1956,
Hunter Davies,1514,1958,
Hunter S. Thompson,1515,1971,
Huston Smith,1516,1969,
Iain Banks,1517,1955,
Iain Crichton Smith,1518,1997,
Iain Levison,1519,1905,1950
Iain M. Banks,1520,1997,2020
Iain Pears,1521,1907,1942
Ian        Martin,1522,1961,
Ian Buruma,1523,1988,
Ian Caldwell,1524,1932,
Ian Edginton,1525,1916,
Ian Fleming,1526,1988,
Ian Glasper,1527,1986,
Ian Hemphill,1528,1950,
Ian Jack,1529,1968,
Ian King,1530,2000,
Ian McEwan,1531,1972,
Ian Ogilvy,1532,1944,
Ian Stewart,1533,1911,
Ian Thomson,1534,1925,1953
Ian W. Toll,1535,1903,1988
Ian Whybrow,1536,1959,
Igor Stravinsky,1537,1932,1969
Ilona Andrews,1538,1946,
Immanuel Kant,1539,1908,1930
Ina Garten,1540,1925,2017
Ina May Gaskin,1541,1925,2021
Indu Sundaresan,1542,1978,
Ingri d'Aulaire,1543,1959,2011
International Code Council (ICC),1544,1926,1976
Ira Levin,1545,1954,2017
Iraj Pezeshkzad,1546,1937,2004
Iris Fry,1547,1964,
Iris Murdoch,1548,1946,1999
Irvin D. Yalom,1549,1983,
Irvine Welsh,1550,1924,
Irving John,1551,1985,
Irving Stone,1552,1989,
Isaac Asimov,1553,1909,
Isaac Bashevis Singer,1554,1953,
Isabel Allende,1555,1961,
Isabel Miller,1556,1996,
Isak Dinesen,1557,1919,1942
Ishmael Beah,1558,1937,
Ishmael Reed,1559,1964,
Italo Calvino,1560,1938,2013
Ivan T. Sanderson,1561,1984,
Ivan Turgenev,1562,1902,1982
Iyanla Vanzant,1563,1965,
J. Anthony Lukas,1564,1917,
J. Ed Komoszewski,1565,1911,2009
J. Keith Cheetham,1566,1953,
J. Maarten Troost,1567,1931,1955
J. Martin Evans,1568,1962,
J. Michael Lennon,1569,1977,2020
J. Michael Straczynski,1570,1918,2000
J. Scott Duvall,1571,1905,1946
J. Torres,1572,1979,
J.A. Jance,1573,1983,2016
J.D. Robb,1574,1941,
J.D. Salinger,1575,1906,1934
J.E. Austen Leigh,1576,1957,2005
J.E. Bright,1577,1911,1996
J.G. Passarella,1578,1925,
J.J. Connolly,1579,1924,1978
J.J. Isler,1580,1972,
J.K. Rowling,1581,1906,1951
J.M. Barrie,1582,1945,1968
J.M. Coetzee,1583,1991,
J.R. Hyland,1584,1995,
J.R. Ward,1585,1933,2019
J.R.R. Tolkien,1586,1949,1974
J.V. Jones,1587,1991,
J.W. Rinzler,1588,1983,
JÃ¼rgen Habermas,1589,1904,1975
Jack Du Brul,1590,1901,
Jack Dunphy,1591,1929,
Jack Finney,1592,1901,1990
Jack Frost,1593,1925,
Jack Higgins,1594,1940,
Jack Kerley,1595,1996,
Jack Kerouac,1596,1944,
Jack London,1597,1907,1949
Jack Meadows,1598,1920,
Jack Vance,1599,1934,
Jack Weatherford,1600,1921,1962
Jack Williamson,1601,1958,
Jackie French Koller,1602,1937,1961
Jackson J. Benson,1603,1931,1959
Jacob Grimm,1604,1924,2021
Jacob Weisberg,1605,1950,
Jacqueline Ann,1606,1968,
Jacqueline Carey,1607,1970,
Jacqueline Harpman,1608,1979,
Jacqueline K. Ogburn,1609,1916,
Jacqueline Winspear,1610,1906,1951
Jacquelyn Mitchard,1611,1907,
Jacquelyn Reinach,1612,1957,2010
Jacques Derrida,1613,1912,
Jahan Ramazani,1614,1958,
Jahnna N. Malcolm,1615,1902,1946
Jakob Nielsen,1616,1932,1954
James    Campbell,1617,1937,1984
James   Campbell,1618,1913,2001
James   McBride,1619,1932,
James   Paul,1620,1972,
James  Hawkins,1621,1961,
James A. Hetley,1622,1901,
James A. Michener,1623,1931,
James A. Owen,1624,1907,
James Axler,1625,1979,2015
James B. South,1626,1931,2010
James B. Stewart,1627,1960,
James B. Stiff,1628,1944,
James Baldwin,1629,1936,2000
James Brian Smith,1630,1983,
James Brodrick,1631,1909,1932
James C.    Simmons,1632,1912,1969
James C. Collins,1633,1931,
James C. Humes,1634,1986,2020
James C. Mitchell,1635,1948,
James Campbell,1636,1926,
James Clavell,1637,1955,
James Craig Holte,1638,1943,
James D. Bradley,1639,1954,
James Daley,1640,1934,
James Daugherty,1641,1968,
James E. Campbell,1642,1967,
James E. Ingram,1643,1941,
James Ellroy,1644,1977,
James F. Calvert,1645,1945,2009
James Fenimore Cooper,1646,1902,
James Frey,1647,1910,2003
James Gleick,1648,1999,
James Graham Leyburn,1649,1940,2014
James H. Billington,1650,1922,
James H. Cobb,1651,1956,
James H. Cone,1652,1972,
James Hamilton-Paterson,1653,1933,
James Herriot,1654,1959,
James Hillman,1655,1911,1982
James Hilton,1656,1925,1985
James J. Gibson,1657,1948,2020
James Joyce,1658,1956,
James K. Lowers,1659,1904,
James K. Morrow,1660,1928,1967
James Kirkwood Jr.,1661,1909,1929
James KrÃ¼ss,1662,1963,
James L. Nelson,1663,1918,1970
James L. Stokesbury,1664,1983,
James Lamar Roberts,1665,1913,1970
James Lee Burke,1666,1983,
James Lincoln Collier,1667,1929,1974
James Luceno,1668,1947,1978
James M. Cain,1669,1942,
James M. Kouzes,1670,1986,
James M. McPherson,1671,1930,
James Mangold,1672,1975,2021
James N. Frey,1673,1968,
James Patterson,1674,1935,
James Pinocchio,1675,1962,
James Plath,1676,1974,
James Preller,1677,1951,1984
James Redfield,1678,1979,
James Robert Smith,1679,1911,
James Salter,1680,1988,
James Scott Bell,1681,1994,
James Shapiro,1682,1937,
James Shreeve,1683,1949,
James T. Farrell,1684,1946,1991
James T. Patterson,1685,1967,
James Tiptree Jr.,1686,1992,
James W. Loewen,1687,1922,1951
James Wallace,1688,1958,2016
Jamie Jensen,1689,1961,
Jamie Lee Curtis,1690,1982,
Jamie Oliver,1691,1926,
Jan Frank,1692,1982,
Jan Greenberg,1693,1969,
Jan Guillou,1694,1919,2010
Jan M. Kriebs,1695,1963,
Jan Needle,1696,1990,2013
Jane Austen,1697,1980,
Jane B. Mason,1698,1999,
Jane Chance,1699,1923,1983
Jane E. Gerver,1700,1939,2012
Jane Feather,1701,1985,
Jane Gardam,1702,1983,
Jane Green,1703,1975,
Jane Haddam,1704,1984,
Jane Hamilton,1705,1949,2011
Jane Heller,1706,1990,
Jane Jeong Trenka,1707,1949,1980
Jane Leslie Conly,1708,1927,
Jane Medwell,1709,1966,
Jane Moore,1710,1914,1961
Jane Parker Resnick,1711,1902,1930
Jane Porter,1712,1944,1995
Jane Robins,1713,1952,1983
Jane Smiley,1714,1947,2007
Jane Walmsley,1715,1902,
Jane Werner Watson,1716,1955,2015
Jane Yolen,1717,1962,2019
Janet Brennan Croft,1718,1964,1997
Janet Evanovich,1719,2000,
Janet Fitch,1720,1921,
Janet Flanner,1721,1989,
Janet Geringer Woititz,1722,1955,
Janet S. Wong,1723,1986,
Janet Valade,1724,1994,
Janet Wallach,1725,1916,
Janette K. Klingner,1726,1961,
Janette Oke,1727,1930,1973
Janice Cook Migliaccio,1728,1981,
Janice Ross,1729,1939,2019
Janna Levin,1730,1944,
Janny Wurts,1731,1974,
Janwillem van de Wetering,1732,1962,
Jared Diamond,1733,1920,2008
Jasmine C.M. Luk,1734,1960,
Jason Hook,1735,1961,
Jason King,1736,1910,
Jasper Fforde,1737,1979,
Javier Cercas,1738,1949,
Jay McInerney,1739,1985,
Jay Parini,1740,1923,
